0 -0.558224 1.441726
1 -0.638797 1.360922
2 -0.719047 1.279959
3 -0.798482 1.198277
4 -0.875491 1.114283
5 -0.944138 1.023224
6 -0.981583 0.915214
7 -0.930513 0.810222
8 -0.870245 0.713061
9 -0.785807 0.635152
10 -0.689284 0.574426
11 -0.583026 0.533410
12 -0.471660 0.508848
13 -0.358459 0.494271
14 -0.244784 0.483698
15 -0.131221 0.472021
16 -0.018823 0.452182
17 0.087275 0.410187
18 0.171496 0.333013
19 0.239644 0.241358
20 0.313701 0.154802
21 0.404887 0.086763
22 0.510365 0.043326
23 0.623499 0.028038
